route_id,num_stops,nn_time_seconds,nn_violations,algo_time_seconds,algo_violations,actual_time_seconds,actual_violations,algo_passes_run
RouteID_2872b642-b7c0-4a84-8309-30eb57dfb2a9,162,30895.5,0,30346.1,0,30310.3,0,4
RouteID_3622549d-1e92-4bca-904d-f95b229dc1ae,147,31686.2,1,31453.8,0,30435.1,0,4
RouteID_9149675b-2385-4661-a810-7563f1b9cfbb,186,31997.6,8,32960.6,1,32096.3,3,4
RouteID_344d8f76-88ff-4abc-a94b-2a96a4248750,189,24355.9,0,23996.7,0,23995.8,0,4
RouteID_aebb3c46-444e-4ae5-a144-da7e8368bfbe,175,31533.0,4,31194.9,0,30771.2,0,3
RouteID_96b03739-edc3-4d98-9d46-2908d172f5ad,143,25118.5,0,24088.3,0,24311.0,0,4
RouteID_ce3a881a-ef37-4736-a4fc-08c53db6a250,173,26361.2,0,25574.1,0,25700.0,2,3
RouteID_e5b0299c-1a6f-49aa-8f39-d766a621e759,145,26765.7,0,25454.4,0,27045.0,0,4
RouteID_7f1e14aa-c303-4977-b8a9-b16dd1306a7a,185,30963.6,1,31012.5,0,31095.4,0,4
RouteID_661d6aa9-06a2-47c1-87bc-6b69104dc77a,209,27870.9,10,27538.3,0,27173.1,1,4
RouteID_c39273c4-59ed-4619-bc06-7ade297e4289,158,27890.8,2,27631.4,0,27212.6,0,4
RouteID_0233acdf-6721-4975-b8c4-7d9cbcba11dd,150,28697.7,3,27493.9,0,28524.8,0,5
RouteID_0be0c72e-605e-4417-ba4b-673da933ff69,173,27627.8,0,26274.6,0,26264.0,0,3
RouteID_8b7513a3-9e08-4118-a0d5-09b9e5632acb,148,25473.8,2,25855.5,0,25998.0,0,3
RouteID_7b0d7185-1024-4504-b2ec-75dbd37f162f,177,26482.5,0,25063.7,0,25870.0,0,3
RouteID_df8170fa-2d78-4edd-ba06-d49e6bee4622,121,25889.0,3,25719.3,0,26157.7,0,4
RouteID_12e7c960-79ac-4183-96a9-23f968eb6c32,125,19258.6,0,18426.6,0,19223.7,0,4
RouteID_3f8e145a-231b-45e8-8238-fafb32c24241,163,32529.7,0,31019.0,0,31644.4,0,6
RouteID_03993849-06f7-4c5c-95d5-a2f70fb796cf,152,31746.9,0,30289.9,0,30350.5,0,5
RouteID_683f9027-aa76-4acc-bb6a-0c006d3d4e0f,116,23804.9,0,23500.1,0,23946.1,0,3
RouteID_de5c90fd-e4e2-4fe6-b6f6-93f2c7d31716,154,27660.3,7,28538.4,0,27061.3,6,5
RouteID_902524fa-2422-49f5-a13a-3f9cddfa70ef,179,30034.0,11,30773.8,0,30989.5,1,6
RouteID_ebaf925e-12d7-4845-ace6-7af1f9fc37ff,155,30806.6,0,30113.3,0,30654.7,0,3
RouteID_047615ff-801a-4a1d-a302-00bdc0a920b8,160,27756.5,7,27947.2,0,27226.1,3,4
RouteID_e1b827ff-76b1-4788-9f41-527e481461de,134,22318.9,0,21823.0,0,22085.2,0,4
RouteID_2d83827e-d6b9-44a8-a631-532e7cc52cbc,122,23505.7,3,21978.7,0,22598.1,3,6
RouteID_cac565b8-6e36-49e9-ac22-d69559bc7460,159,25559.7,2,25772.2,0,25961.5,2,5
RouteID_e21c2f8c-2953-4ef6-a1ad-0755a60c0650,167,27756.6,6,28095.5,0,28054.9,1,5
RouteID_a78947fa-f071-44b5-83c3-0f63d9236bda,185,26920.3,0,25086.9,0,26529.7,0,4
RouteID_f1001800-0770-4476-b4ea-74e07e88af09,145,25268.3,0,25268.3,0,25507.2,0,1
RouteID_0bce0fe7-3ec0-41d8-8f90-3c766c493da1,146,32870.8,0,30999.5,0,32617.2,1,5
RouteID_de81d838-4286-4f12-84d3-ff1e790276c6,160,26379.9,0,25433.9,0,25898.0,0,3
RouteID_7cd46dde-c440-4097-a897-3eba5870a8df,62,23086.3,0,22539.3,0,22751.9,0,3
RouteID_3e965dbb-eb45-4c11-ad8e-1f488c359f67,138,25171.1,11,23959.1,0,23862.6,0,5
RouteID_aac5b390-fa8e-46aa-bf5f-998ae5c07c5f,151,23966.5,0,22919.5,0,22975.6,0,5
RouteID_082285e1-3890-486f-b252-1adc253a2799,178,29147.2,6,27596.4,0,29284.2,0,5
RouteID_8473609b-c65e-4497-9d1b-6a69c5dbb314,140,22135.5,0,21041.3,0,21968.3,1,4
RouteID_776d43e6-db17-448c-92b8-5c44d11121d3,152,26371.8,0,25827.7,0,25857.4,0,3
RouteID_b339b7fd-e9fa-48c3-af3a-865bc21e215c,171,25462.3,0,24341.8,0,24070.5,0,4
RouteID_dd2afc42-60dc-4373-bbd6-f9a6cd63a29c,112,25660.8,0,25616.7,0,26199.1,0,2
RouteID_2fac13dc-55f3-4a80-82a8-22418dcfa54c,140,29066.6,0,26343.8,0,28490.0,0,6
RouteID_20f35763-5c79-4bc8-aa2b-dfcc3a119b95,144,22172.1,0,20568.2,0,20334.9,0,4
RouteID_cadcbe46-50d9-4124-a9aa-b738dc6317b0,152,24278.4,0,23850.5,0,25606.6,0,4
RouteID_09ff2f98-260f-419f-a3f1-fb593380fd4c,134,23885.8,0,23352.3,0,23463.3,0,4
RouteID_33fcd9ae-5f40-41be-a82c-a24f8cf3ea46,174,24143.1,0,22481.7,0,24237.7,0,4
RouteID_97880895-c864-445f-b7b1-12a8ed8fbb87,182,27646.5,0,26678.2,0,27115.9,0,5
RouteID_44f05e18-630d-48e2-b07f-ae93261c1ba3,129,25233.2,6,26197.6,0,24860.1,0,4
RouteID_ed9e9b18-c25c-41e7-902c-635c0d6938f2,100,25643.1,1,26579.9,0,25064.4,1,6
RouteID_885e01d0-98b7-4228-9b2f-b5f885ddf164,177,32908.1,1,30992.2,0,32100.9,0,4
RouteID_9de33f41-1a87-4158-96d4-87775df16053,170,29643.3,4,30051.8,0,30125.1,1,5
RouteID_5affbcef-7a2e-4d5f-a8a2-976115852193,165,26080.0,3,25410.1,0,25905.1,0,5
RouteID_bad7aac9-f29b-4afc-bff6-2a28dbf3618c,178,25853.0,0,25519.3,0,27266.6,0,4
RouteID_a35f79c5-9c62-4525-90e3-3e620eec408e,167,27637.8,5,26561.0,0,27402.8,0,5
RouteID_4d460f58-115e-43b9-b39b-29c4d4236326,205,29622.6,0,28700.5,0,28312.3,1,3
RouteID_b1d5349d-1a9c-4791-a652-80ccb71dbfd6,147,23131.6,0,22809.6,0,22716.8,0,4
RouteID_ca335703-725e-4f7c-b384-81c46e288cda,165,31562.6,0,30969.3,0,31315.9,0,4
RouteID_a1259a39-3735-4e91-9786-f9f96801d72d,135,22811.6,2,22279.2,0,22737.3,0,4
RouteID_944964ba-76e9-4eb6-ac64-c76d8cd7062e,165,27929.1,11,28539.0,0,27486.7,0,4
RouteID_e9b374a0-5506-40e2-84fa-aeab6b50640b,176,26477.8,0,25752.1,0,25293.5,0,3
RouteID_252e3640-9a9e-4979-aa9d-37346d872352,135,23356.2,0,22414.7,0,24481.6,0,3
RouteID_184da9b1-0f34-4051-8018-19064a4059fc,172,31237.6,10,30791.1,0,31455.0,0,5
RouteID_e62f605b-2610-4e8a-add6-1c8c98f3c654,161,29433.1,0,28952.4,0,29467.8,0,3
RouteID_08a53481-3de6-4688-ab69-b88fc2cc1d9c,98,23565.2,0,22014.0,0,22951.9,3,4
RouteID_2056a5f3-6701-4105-9ca3-0ab051db6f7d,135,26933.8,3,26793.6,0,27615.9,0,4
RouteID_483c89cd-41cd-4995-a1f1-432eb9fddeed,191,28544.9,0,27932.2,0,26850.6,0,7
RouteID_3250f0cc-cffb-4adb-9995-e4fce1797ac6,111,27881.4,1,29013.7,0,27583.9,0,5
RouteID_31e81d17-2ba0-4b6b-a56e-507f3a27e414,177,27343.6,1,27048.0,0,26298.1,0,4
RouteID_e19a479a-b889-463e-b03f-28b4ac51d64b,136,25653.9,0,24661.0,0,25733.6,0,4
RouteID_e787596d-c3f4-4292-aea7-9ceb4470845a,83,26234.9,0,25947.2,0,26018.2,0,3
RouteID_a2696750-f9f5-4fdb-a463-85ab063aa43a,192,26140.5,3,25404.4,0,24010.4,0,5
RouteID_606b779e-f2bf-41ee-8bb2-bbf0850aef90,125,23840.8,12,23602.9,0,24722.1,0,4
RouteID_6170d139-b870-424e-9b66-c64608b12925,194,30328.1,5,30901.9,0,29166.9,0,7
RouteID_9d6f6775-fd1f-4715-aaae-c973bccb73d3,131,25395.0,7,25428.3,0,24700.6,3,4
RouteID_f49e3ec7-7193-4efc-88df-3190235037e4,107,24754.2,0,23408.8,0,24519.1,0,3
RouteID_40ed9b43-c996-4432-ae2f-372f9533082c,196,30964.6,0,29948.8,0,31699.5,0,5
RouteID_7d13a420-434a-4bc6-b3d5-70007efd9d85,180,25606.9,1,25697.9,0,26189.9,0,4
RouteID_551aa202-0406-406f-9b1a-077e96212484,166,24872.5,0,23655.9,0,24014.2,0,5
RouteID_30fa467f-054c-4d9e-acd2-b7dd347fcd26,146,31440.2,0,29917.4,0,31213.1,1,3
RouteID_87c76a48-381f-4505-ba8d-67e79053696f,155,25058.2,4,25166.8,0,25498.8,0,4
RouteID_5e48e4f8-679f-4d50-84b7-0f1ac8849fe3,181,34316.2,2,33586.1,0,32890.0,1,3
RouteID_641ff4fc-32da-4dc0-a599-2cfb31a8ad1a,175,28220.2,0,27088.8,0,28114.9,2,6
RouteID_7fb2b192-e65a-4dce-8e7f-aabe0ced87c0,66,26800.2,1,27633.9,0,27369.1,0,3
RouteID_dbf1d461-10ae-41f8-9a6c-34f9e2935f2f,122,30811.6,3,29137.5,0,30649.5,0,4
RouteID_47bfbc99-9703-4e42-9e6e-ed6164522653,205,26547.0,1,25878.8,0,26474.3,0,6
RouteID_68e55cc3-61b1-478b-b7a0-13b5ee216d14,196,30223.5,3,29217.2,0,29780.7,0,4
RouteID_25141480-1e16-4288-b5cb-a03a227f2dd1,150,32466.2,0,31695.4,0,31270.3,2,4
RouteID_cab83bc1-f3b0-409d-9a19-43d65c4dfc9b,195,29762.8,2,29314.1,0,29265.6,3,4
RouteID_9812e43a-dfe0-4ac1-be34-b30627354335,182,28546.1,0,27644.8,0,27739.3,0,3
RouteID_eadb5681-af80-4df1-ac4f-1efe88dc5fea,149,26953.6,0,25968.1,0,27216.2,0,5
RouteID_3f89788a-6211-4aa9-8513-4857b03e0275,169,25738.0,3,22718.4,0,25842.1,0,3
RouteID_4b0d937a-2513-4bca-9833-bbf1a5d63590,93,22947.6,0,22887.1,0,22920.3,0,2
RouteID_86517a18-67ab-4b65-b8a6-afe7740861f7,150,28587.9,0,25291.3,0,28403.4,0,4
RouteID_d98874fe-e47d-4121-ac7f-588ca9eb9b6a,195,29270.6,3,27927.0,0,28987.0,0,4
RouteID_038fd948-9740-446a-b3ee-6f2b0f4ce1b1,196,28128.7,1,28158.4,0,27479.5,0,4
RouteID_5e536da9-215b-45fd-8988-b069ca0c0e6b,183,31211.6,0,29690.5,0,29931.4,0,5
RouteID_cb9ff641-9fb7-44f6-a240-3e246e36d9bc,81,22418.9,1,22753.8,0,22931.7,0,3
RouteID_4dafd262-7537-43e9-a084-884b96c541d2,154,25842.1,0,23821.3,0,24528.0,0,5
RouteID_7cb3aae3-76f9-4ecd-96d0-69fbbf002235,164,26883.7,0,25533.7,0,25984.2,0,3
RouteID_a875c01a-68bf-4109-891f-d070ce2a7688,139,27348.8,0,27221.5,0,27260.9,0,2
RouteID_447e725b-f364-4292-8e11-fc3c5f2bf86f,156,22778.6,3,21633.3,0,22473.0,1,5
RouteID_5756f864-0311-422a-a8dd-911edae3f21e,173,25390.1,0,24575.0,0,25160.2,0,4
RouteID_c67fb967-0c80-499f-b05d-c2fdbf9fa19e,177,27482.3,3,27334.2,0,26451.8,0,4
RouteID_ecd28024-0cf4-4913-9dc4-5fb9d8b40cfb,154,26323.0,1,25631.6,0,26128.4,0,6
RouteID_eda0f6bf-6402-43a7-968b-662e9ae3aa1b,126,18754.0,1,18368.9,0,19082.5,0,3
RouteID_9fd7ee84-fba5-4980-b1c5-6af9401a32c6,144,20783.4,2,20817.2,0,19999.7,0,3
RouteID_e961d38f-49f1-4bb2-b2c2-e985da51f6a4,168,31058.8,4,32396.5,0,31490.4,2,5
RouteID_b9325966-394c-43b4-9d93-deccb1125569,160,29070.3,0,27842.2,0,28020.1,0,3
RouteID_ecba5cbe-9a5c-4335-abcc-86b25d820084,93,25218.8,0,24687.8,0,25356.6,1,4
RouteID_423aa100-6d85-4805-ac6b-71bbbc18797c,90,26442.8,2,28214.5,0,27345.8,0,3
RouteID_d98eee2b-a976-41ce-b119-7063bf5e3fef,167,23524.7,2,22542.0,0,23164.6,0,3
RouteID_6a109849-1503-4d1d-9c19-1178be36e33f,160,30149.9,3,28689.5,0,29519.7,3,8
RouteID_c73a16da-a41b-4a20-a433-9e756bd1a9a3,134,29022.0,1,28326.5,0,28072.1,0,5
RouteID_4be375b3-a89d-406f-9605-08e0a7ffc4da,156,23275.2,0,22117.9,0,22265.2,0,5
RouteID_4895db7d-cd33-40e5-a1b1-e6259fc02528,134,28988.2,9,29087.3,0,28355.4,0,4
RouteID_9e2ef94c-c40e-4107-8522-5896fe7d0bf7,142,26921.4,0,25830.8,0,27151.8,0,5
RouteID_178dc71f-33fd-44d5-a0d2-2927099bc95e,103,25495.4,0,25091.7,0,26089.5,0,3
RouteID_4e957c42-bcfd-47ea-90a0-f0d2b361cbad,134,24866.0,2,24639.4,0,24308.4,0,3
RouteID_84ce8289-7bc8-440a-bc04-3d1f027a07c2,169,29137.1,0,27571.8,0,28292.1,0,3
RouteID_439dfa62-eb8c-47b1-9b28-af165863dff2,112,26858.7,1,26636.2,0,27358.9,0,4
RouteID_1548013c-d336-4c74-85f4-520ef48d5361,136,28953.7,0,27696.8,0,27957.3,4,4
RouteID_a42a61cc-e70f-47a1-ab7d-58c1449171a7,93,28794.9,1,28376.1,0,29075.5,0,4
RouteID_3552afd7-508a-4c67-992b-7716e297c97d,124,28167.3,4,28924.5,0,29206.6,2,5
RouteID_1e973c83-dd32-4626-80e9-df51e737369f,109,24789.2,2,26099.1,0,24936.2,0,4
RouteID_474fd8e0-c4c4-4fbd-9823-b9b2184cd73d,136,30639.9,9,30680.7,0,30914.6,0,4
RouteID_387bb16e-0c56-406b-87e2-a706a8663ce8,147,23650.5,2,23636.5,0,23919.2,2,3
RouteID_9502e266-ba8b-4adf-9c9c-4df398732b3e,168,29624.5,4,30112.9,0,29349.1,1,4
RouteID_fa706f44-d014-4ded-b967-b2b100eb4c23,145,26208.9,6,26107.5,0,26770.9,3,5
RouteID_c57db90a-bf26-4897-acd2-23ef07678788,144,31702.8,4,32048.3,0,30528.8,0,5
RouteID_f8bcfca4-1e8f-4b4a-90ce-6702bd6dda9b,184,26122.6,0,25354.1,0,25466.1,0,3
RouteID_75ce278b-c891-4678-be9b-2cc53377e03e,159,29897.5,8,29066.2,0,30600.9,1,4
RouteID_f0e76870-9adb-49be-92ff-27c2dae92baf,187,28730.6,0,28170.8,0,27867.2,0,5
RouteID_7f1e0139-d317-46f5-93d6-64e9670b8c40,105,25039.9,1,23730.7,0,25324.8,1,4
RouteID_576b2920-da3a-4a68-bcaf-ab98e3449b38,189,24738.3,0,24128.2,0,27186.5,2,4
RouteID_1102698e-232b-46cb-b52f-ec3f97a11dbe,117,29798.4,1,27054.5,0,30464.7,0,4
RouteID_9fa42c2e-7af2-4f7d-a6c9-476ef067ef4a,190,30708.0,3,30658.2,0,29274.4,0,4
RouteID_d248666b-e521-4a81-b13f-31783190c4a7,163,31645.6,3,30070.8,0,30190.2,2,5
RouteID_a3108d6f-1ea5-404b-b30e-ef66f1a29dc9,172,24623.0,0,23799.3,0,23891.4,0,6
RouteID_d04aacb5-b7ea-4ece-a83c-1e32c6969c10,149,27772.4,2,25843.9,0,27704.3,0,4
RouteID_5e8013c7-7778-467e-88c6-e78dce2b7c76,154,28762.0,1,26750.3,0,27610.6,0,4
RouteID_2a4bf2a2-524b-4c25-b1aa-7352e271a73d,100,26924.8,0,26586.2,0,26731.3,0,5
RouteID_305e0b41-5d58-49ae-8ea2-1a46f4f0adfc,123,27767.3,0,26607.0,0,26901.4,2,6
RouteID_34c6f9ec-7801-4c31-a828-badcf539b5a3,153,27515.4,1,26424.4,0,28098.7,0,3
RouteID_c63995d7-c1d8-4e4b-be7e-eaa0523b1c99,125,32472.1,0,30431.6,0,32469.7,0,6
RouteID_7063dcdc-b9ec-4503-8354-21bcbce94498,113,30998.4,2,29364.5,0,30227.1,0,4
RouteID_ea157aa5-eb7b-4d17-8229-0b6f207511ab,165,24267.5,1,23587.7,0,23910.5,0,4
RouteID_47c9ed8a-a4e7-42ca-8358-236fd06e9f59,130,29095.9,4,28547.3,0,28720.3,2,5
RouteID_07957d30-aa6d-4214-8014-dc224d1178d4,123,28439.8,3,27410.3,0,28472.5,0,6
RouteID_028a010c-c9a5-4945-b6e6-953da1eab12b,123,26199.7,2,26397.9,0,25794.9,0,5
RouteID_5a571cc7-0a75-423d-be9c-0f7cea4ba743,135,23920.9,1,22444.1,0,23433.2,0,4
RouteID_6bc40959-1be8-4a10-af24-264656de7fab,149,28029.4,0,27221.4,0,28343.7,1,4
RouteID_27457d8b-d66e-4520-beaa-3154429be0af,161,28243.1,0,27214.7,0,27979.7,0,4
RouteID_c31dc377-1a2c-4715-9c91-ffa7bacb7a7d,151,30713.6,3,28568.4,0,29841.9,1,5
RouteID_a32e9c81-4cdf-429f-8def-1b11a0abf130,171,30075.0,0,28697.5,0,29041.0,0,4
RouteID_26f77562-2448-4590-8be2-3c71efcfecc7,143,26202.8,0,25414.3,0,25637.9,0,7
RouteID_37616121-eed8-432f-bea5-da4355844ad5,149,29076.4,2,29054.5,0,28454.4,2,4
RouteID_68f23e25-b821-4894-b4ed-6b94507c6f33,150,26405.3,1,25111.1,0,25591.0,1,5
RouteID_80750a0d-b4e0-44d4-a7ea-7b232ca1bcfd,173,28663.9,0,28204.2,0,27088.3,0,3
RouteID_23eadc26-b151-45a4-ab63-2ce89356fe34,146,26745.4,5,27408.7,0,26399.9,3,4
RouteID_fe17ba21-18a7-4084-af19-04b7a6d8644a,143,26710.6,0,25461.4,0,26734.7,0,4
RouteID_b5797303-ca99-47b8-bb8c-a9b41de4e734,130,25908.1,0,24149.7,0,25127.2,0,6
RouteID_603c0c32-083f-46c6-8fb1-6912811af9d0,158,32474.3,3,31344.0,0,31199.2,0,4
RouteID_917b4ad6-10d4-4349-b8df-8e0fe4339d0b,120,24042.0,0,23988.1,0,23517.8,0,2
RouteID_61005305-96d1-4b7e-a4a8-322c03924993,120,27372.6,17,27350.4,0,27807.2,1,5
RouteID_1d2c080b-ab50-4789-91ab-a094091b9124,153,31097.2,4,30974.3,0,30813.8,2,4
RouteID_db1b7529-4f70-4229-b009-24a3b1ae6101,142,28834.1,3,28650.3,0,29078.8,0,4
RouteID_47afeff8-d7b2-4f18-9858-fe337950aa2b,183,28106.0,4,26586.3,0,26526.3,2,4
RouteID_4158b0b8-1bbd-4526-8fec-a661557b6548,170,29524.0,4,28877.1,0,29664.7,0,4
RouteID_195c1c1b-dd95-4792-a061-d001edeafdf4,175,31544.4,0,30670.5,0,29927.9,1,4
RouteID_8885adc1-4291-42c1-bc0b-2ccc2b28b6d6,132,26745.4,0,25576.6,0,26832.7,0,3
RouteID_74a0d89b-f0fd-41d2-9e58-0816928f2800,177,28820.7,3,29551.2,0,29410.9,3,4
RouteID_d5a8a0d8-dfa6-43d6-bcc8-609498516b63,138,27367.0,5,27437.3,0,27535.4,3,4
RouteID_bd3efbfc-f69d-4310-88e4-2490ee337f76,142,29325.0,0,27956.3,0,29328.0,2,5
RouteID_cc6321cb-27ec-463d-85ed-e6e0e9b44644,156,27561.9,2,27043.2,0,27095.8,0,5
RouteID_26bb5fb7-7e66-412c-8e16-7044981e803d,153,25874.8,1,24331.8,0,25581.9,0,4
RouteID_7520b1df-2c96-4f31-b9c5-92aa7384cf3f,169,24874.1,8,23621.0,0,24216.6,0,5
RouteID_a5b2af85-b1bd-4746-b7e5-18e0fb9bd738,149,30552.1,1,29631.9,0,29318.9,0,5
RouteID_e4ec246f-ada3-463f-9827-2eb024582b38,63,25442.1,1,24699.0,0,26102.7,1,5
RouteID_b35ef5a3-56e3-4509-bfcf-ab92a7becdb7,214,31684.4,1,31044.3,0,31032.5,0,4
RouteID_e6116172-3f7a-48d1-9d6a-fd7d5c53cfeb,145,26767.3,2,26638.5,0,27168.5,1,3
RouteID_64cebba9-7c42-4e18-96d5-98dc847f736a,147,25651.7,2,24374.2,0,25087.0,0,5
RouteID_603e83cc-2971-47a7-8595-ad2b14c394b4,118,28441.8,0,26947.8,0,26914.8,1,5
RouteID_93ccb968-fe5f-45ab-9dab-2962643af1c4,115,26706.0,0,26567.3,0,26181.0,0,2
RouteID_41b37a38-8fd0-4ab8-82c4-3e9bc30ef185,141,22934.3,0,22140.4,0,22737.5,2,3
RouteID_d6e947cd-eb60-423e-bb08-2602c2f5f79e,188,26380.8,0,24617.4,0,25431.7,0,3
RouteID_f2191eca-9fab-4b77-9085-94bf46450651,127,21831.5,18,21774.6,0,22526.2,0,5
RouteID_2e96cb20-82ad-4765-88c1-d410fc3fd49f,163,25019.5,3,26108.2,0,24352.9,0,4
RouteID_360a34bb-36b1-437f-90ff-7cd9da1518c7,106,27578.6,19,26582.6,0,26956.0,0,4
RouteID_4a55ad0d-d039-4c05-b5e7-78b7bba78c3d,125,31086.1,0,28560.1,0,30653.3,1,4
RouteID_d3dfbf2e-1a97-416c-b2de-f8165e24e30a,179,29148.9,0,28574.0,0,28192.5,0,4
RouteID_0f6698fc-5c29-4f27-86a3-e6a22c8051ca,144,29578.0,0,28448.3,0,29308.1,0,5
RouteID_f930c74c-e6c2-4c57-9e72-8227d168faa0,144,28395.5,0,27591.0,0,28685.2,1,3
RouteID_ac733380-9df5-491e-8b99-3b64039123a7,193,26558.0,1,26126.8,0,25370.2,1,4
RouteID_d1390cd0-5f7c-4127-9ba9-448d9d1a4ead,165,28455.7,0,27969.5,0,28795.0,0,4
RouteID_9eb672ca-8440-49df-8e2a-3ddd9ab0a10d,178,31916.2,0,30572.2,0,31414.0,0,5
RouteID_a1110bac-508c-4f26-9b43-e88674c4f15b,176,29766.8,5,29849.6,0,29097.0,0,6
RouteID_17778105-3f00-4941-8532-6b37c9eb462a,165,31743.4,1,31084.3,0,31260.5,1,4
RouteID_1459297d-63a1-4b7e-bc20-de002b255754,127,23444.4,0,22340.1,0,23047.5,0,3
RouteID_c43a5dfd-476a-4437-bea5-93a41495f922,98,19512.1,0,18183.3,0,19014.3,0,6
RouteID_a7728fdd-aa20-4129-bbba-dbff8ca270ee,150,29508.9,0,26471.2,0,28182.1,0,6
RouteID_3c476cef-0e22-4347-88b4-6106925cd689,165,27162.3,0,26218.0,0,26798.9,0,4
RouteID_5a496d4d-0bc3-4316-8fa8-f2db72c4fc9f,180,28230.9,0,27030.3,0,27551.5,0,5
RouteID_8fbf3282-5e52-4cc0-80c9-29c0e9d533c3,136,26754.2,0,26413.5,0,25646.6,0,3
RouteID_54bce2b9-20bc-42eb-85da-391874835204,163,29015.0,0,27918.9,0,28520.3,0,5
RouteID_5bf303a5-7013-4272-a70c-e0b61e03afeb,150,32686.4,0,30762.1,0,32242.8,1,5
RouteID_e164e0c7-979e-4645-83df-ea3f213578de,167,26700.1,0,25813.9,0,25979.8,0,3
RouteID_a549f09e-e807-4adf-8715-4fdda825dd88,148,25245.1,0,24735.1,0,25947.0,0,3
RouteID_32560369-e517-4c2e-9aa0-046417dab413,115,25481.0,0,25079.2,0,25349.8,0,5
RouteID_66c0b57e-d9c3-4417-9f75-bd309e9a491f,155,26745.1,1,25996.0,0,25767.5,0,4
RouteID_0812f2e0-9345-4952-9996-984fc1513006,133,23114.4,3,22481.6,0,22377.6,1,4
RouteID_cd7fdac4-a028-47f9-8614-3b2047916ede,174,27294.0,11,34045.5,0,29027.2,5,5
RouteID_d3f87589-084c-4b28-aa52-d355a5bb3132,171,27718.6,3,27121.1,0,27376.3,1,4
RouteID_db3c0395-e7bd-43fc-9ec1-7fe9a4e8cc30,143,26966.4,0,25720.0,0,26871.0,0,3
RouteID_07dd133b-23f7-4a97-8882-d97ed2c0058d,140,25494.0,0,22768.3,0,25466.0,1,4
RouteID_84ce46b1-9771-4d89-ae96-45baa6b49234,83,24542.1,1,26125.8,0,25620.9,0,5
RouteID_e9c65713-b13e-42e3-82b0-2e8a86c658f2,158,25030.8,12,24587.8,0,24875.6,1,4
RouteID_098b1a3e-859b-436a-b116-5357677706b1,135,30975.0,17,30996.8,0,30828.3,3,5
RouteID_3abb8cde-e4a3-4fa9-80d5-d711d2006afe,124,20388.6,1,20343.6,0,20285.3,1,5
RouteID_2b1615e2-8fdd-4de2-86c5-5b56f663d539,163,21857.8,0,21460.8,0,21921.8,0,4
RouteID_6e586120-b544-438c-8698-6a7eb57c2a1f,152,28740.9,0,27440.6,0,27873.8,1,3
RouteID_9c47ed58-6026-488d-8fb3-781a15369241,149,21458.2,1,21554.4,0,21916.4,0,4
RouteID_2b654a90-82cd-457b-aa02-80093faece3a,158,28674.7,13,29180.8,0,28628.4,7,6
RouteID_1514544b-2828-4cdc-ad5e-7f30d4003a23,204,33505.9,0,31747.2,0,32391.3,0,4
RouteID_b84132b5-928f-426d-a93f-c1f51fe8a2e8,147,25197.1,0,24824.7,0,25486.6,0,4
RouteID_a39a342b-ca9c-4f2b-ba89-d2e4aeb282c6,187,33157.9,1,30306.0,0,30973.9,2,7
RouteID_4980361c-9672-43d5-9097-ca7d66cdb83b,81,25218.6,0,24533.8,0,25211.5,3,4
RouteID_cec75b39-c868-4f78-b615-a7ac47476d45,125,25952.8,2,24405.6,0,25074.7,7,4
RouteID_516c0fc6-77df-4bfb-a0c8-f88a53072256,111,24758.7,1,25750.9,0,25196.5,0,3
RouteID_85fec008-983a-404c-9b00-17889bd28234,194,28925.2,7,29188.0,0,29868.0,3,4
RouteID_a5629ad3-ca22-472a-9a79-ea7bb72bcf7d,93,25924.4,0,24895.9,0,26471.9,0,3
RouteID_a2b555c0-3b82-4253-8f57-8bdfe9615587,100,19925.3,1,19008.5,0,20149.0,1,6
RouteID_b9825940-2bbf-4356-8d61-1d1339c9070c,103,24067.1,0,23389.8,0,23864.1,0,3
RouteID_665ffac7-069e-4f5b-9a33-6f6a2e6c2c1b,156,23457.3,1,23208.0,0,24005.5,1,4
RouteID_f1566ecc-d1f9-4bbd-a8c2-c184e35229e4,75,29199.2,0,27702.8,0,29274.7,0,3
RouteID_a95a674a-74c2-4e78-a3c6-b4eba6485ebd,156,25895.8,1,25532.7,0,25012.8,3,4
RouteID_2112d837-cf95-464d-bea4-7656648007b5,108,21351.6,2,21179.6,0,21437.9,0,5
RouteID_41124cef-9057-4484-817a-9f26d7f25d85,87,22530.8,0,21792.3,0,22559.2,0,4
RouteID_0f992c30-7f91-45b6-ad2e-e95bf685dd94,134,25193.7,0,24257.6,0,25291.1,0,6
RouteID_dc928e92-3410-4362-af11-4a0a82b3ff66,178,28007.6,1,27516.3,0,26949.8,0,3
RouteID_68cec835-c697-41c1-91b9-a080cff5debf,125,26501.4,0,25717.0,0,26687.1,0,4
RouteID_0157f4f0-2c0d-4d24-82a8-71230416bf1c,72,25148.2,1,28251.6,0,26267.9,0,3
RouteID_17101589-dd43-4a1c-89ad-9e5918ff0649,109,22313.1,0,20946.5,0,22435.4,0,6
RouteID_1f9c0f09-90f0-432f-9d9d-4c8a682d9253,94,30985.9,2,31249.2,0,32095.2,0,4
RouteID_6017f7e8-369e-44e5-bd52-7e71e2aeb570,172,25880.2,0,25184.6,0,24567.1,0,3
RouteID_70493eef-bfcb-4e38-8664-b2a070e24749,157,28189.8,1,27662.4,0,27614.6,0,4
